COVERAGE RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
| msgdata.sol                         | 50.00%               | 50.00% (0.00%)       | 50.00% (0.00%)       |
| payrollSystem.sol                   | 49.37%               | 45.99% (-3.38%)      | 47.68% (-1.69%)      |
| proforma.sol                        | 37.63%               | 41.94% (+4.30%)      | 40.14% (+2.51%)      |
| testeot.sol                         | 31.13%               | 33.77% (+2.65%)      | 35.54% (+4.42%)      |
| viewMessage.sol                     | 30.63%               | 29.73% (-0.90%)      | 29.73% (-0.90%)      |
| viewMessageNumPayable.sol           | 30.56%               | 30.56% (0.00%)       | 30.56% (0.00%)       |
| viewMessagePayable.sol              | 50.00%               | 50.00% (0.00%)       | 50.00% (0.00%)       |
| whoDepositV3.sol                    | 18.18%               | 18.18% (0.00%)       | 18.18% (0.00%)       |
| BetBuyer.sol                        | 49.33%               | 49.07% (-0.27%)      | 50.67% (+1.33%)      |
| CryptoChamps.sol                    | 24.07%               | 24.07% (0.00%)       | 24.23% (+0.15%)      |
| Dappster.sol                        | 12.03%               | 11.32% (-0.71%)      | 12.21% (+0.18%)      |
| EtherConsole.sol                    | 12.22%               | 12.51% (+0.29%)      | 11.83% (-0.39%)      |
| Etheramid.sol                       | 31.54%               | 28.79% (-2.75%)      | 29.06% (-2.48%)      |
| EthronTokenPonzi.sol                | 33.82%               | 31.72% (-2.10%)      | 31.72% (-2.10%)      |
| Fermat.sol                          | 47.25%               | 47.25% (0.00%)       | 45.05% (-2.20%)      |
| HFConditionalTransfer.sol           | 70.37%               | 61.11% (-9.26%)      | 57.41% (-12.96%)     |
| NumberBoard.sol                     | 26.04%               | 27.53% (+1.49%)      | 27.53% (+1.49%)      |
| AMBROSUSFund.sol                    | 59.34%               | 62.64% (+3.30%)      | 60.81% (+1.47%)      |
| APPToken.sol                        | 47.45%               | 43.73% (-3.73%)      | 42.94% (-4.51%)      |
| AddressLotteryV2.sol                | 59.77%               | 63.22% (+3.45%)      | 62.64% (+2.87%)      |
| Arena.sol                           | 42.37%               | 42.37% (0.00%)       | 41.12% (-1.25%)      |
| AvPresale.sol                       | 35.47%               | 35.80% (+0.33%)      | 34.81% (-0.66%)      |
| BMPre_ICO.sol                       | 41.77%               | 39.30% (-2.47%)      | 38.48% (-3.29%)      |
| Bagholder.sol                       | 23.02%               | 22.62% (-0.40%)      | 21.83% (-1.19%)      |
| Bank_With_Interest.sol              | 48.43%               | 50.00% (+1.57%)      | 52.83% (+4.40%)      |
| Best_Bank_with_Interest.sol         | 57.58%               | 50.51% (-7.07%)      | 55.89% (-1.68%)      |
| BlockHashRNGFallback.sol            | 61.54%               | 69.87% (+8.33%)      | 67.95% (+6.41%)      |
| Bob.sol                             | 17.44%               | 17.44% (0.00%)       | 17.44% (0.00%)       |
| Bombs.sol                           | 28.83%               | 28.83% (0.00%)       | 28.83% (0.00%)       |
| BrandContest.sol                    | 17.00%               | 17.00% (0.00%)       | 17.00% (0.00%)       |
| CHEXToken.sol                       | 31.79%               | 30.94% (-0.84%)      | 30.66% (-1.13%)      |
| CSSPresale.sol                      | 38.61%               | 36.16% (-2.45%)      | 37.10% (-1.51%)      |
| Coinflip.sol                        | 25.67%               | 25.17% (-0.50%)      | 24.33% (-1.33%)      |
| CompetitionStore.sol                | 8.59%                | 8.59% (0.00%)        | 8.59% (0.00%)        |
| CrowdsaleTokens.sol                 | 69.09%               | 69.09% (0.00%)       | 69.09% (0.00%)       |
| CryptoDuels.sol                     | 21.41%               | 22.27% (+0.86%)      | 21.55% (+0.14%)      |
| CryptoGoldStandardCoin.sol          | 25.54%               | 26.41% (+0.87%)      | 29.58% (+4.04%)      |
| CryptoPoosToken.sol                 | 16.67%               | 16.67% (0.00%)       | 16.67% (0.00%)       |
| DIVXToken.sol                       | 23.23%               | 23.11% (-0.12%)      | 22.65% (-0.58%)      |
| DecentralandBuyer.sol               | 51.32%               | 48.44% (-2.88%)      | 48.92% (-2.40%)      |
| DeveryFUND.sol                      | 34.32%               | 35.11% (+0.79%)      | 33.14% (-1.18%)      |
| Dil.sol                             | 34.39%               | 33.97% (-0.42%)      | 35.44% (+1.05%)      |
| EmojisanAuctionHouse.sol            | 24.92%               | 21.38% (-3.54%)      | 22.73% (-2.19%)      |
| EmojisanMarketplace.sol             | 23.95%               | 22.17% (-1.78%)      | 20.55% (-3.40%)      |
| EtchReward.sol                      | 33.48%               | 31.67% (-1.81%)      | 26.40% (-7.09%)      |
| EthMash.sol                         | 44.04%               | 44.04% (0.00%)       | 44.04% (0.00%)       |
| EthMashChain.sol                    | 47.22%               | 48.61% (+1.39%)      | 50.46% (+3.24%)      |
| EthMashMount.sol                    | 49.35%               | 49.35% (0.00%)       | 49.35% (0.00%)       |
| EthMashTower.sol                    | 36.31%               | 38.10% (+1.79%)      | 38.99% (+2.68%)      |
| EtherTool.sol                       | 36.45%               | 32.85% (-3.60%)      | 36.21% (-0.24%)      |
| FidgETHSpinner.sol                  | 56.30%               | 59.10% (+2.80%)      | 54.06% (-2.24%)      |
| FipsNotary.sol                      | 36.92%               | 36.41% (-0.51%)      | 36.15% (-0.77%)      |
| GPSPresale.sol                      | 36.04%               | 36.94% (+0.90%)      | 31.35% (-4.68%)      |
| HashBet.sol                         | 52.17%               | 47.83% (-4.35%)      | 52.17% (0.00%)       |
| HodlBox.sol                         | 64.41%               | 63.84% (-0.56%)      | 61.02% (-3.39%)      |
| KeberuntunganAcak.sol               | 40.00%               | 39.37% (-0.63%)      | 40.00% (0.00%)       |
| KiddyToys.sol                       | 16.00%               | 16.00% (0.00%)       | 16.00% (0.00%)       |
| LINKFund.sol                        | 63.44%               | 65.95% (+2.51%)      | 68.10% (+4.66%)      |
| LeanFund.sol                        | 54.96%               | 55.98% (+1.02%)      | 50.13% (-4.83%)      |
| MUSCToken.sol                       | 30.25%               | 29.53% (-0.72%)      | 30.98% (+0.72%)      |
| MarketPrice.sol                     | 36.27%               | 41.33% (+5.07%)      | 37.60% (+1.33%)      |
| Matthew.sol                         | 65.08%               | 69.05% (+3.97%)      | 69.05% (+3.97%)      |
| MoacToken.sol                       | 20.50%               | 21.95% (+1.45%)      | 22.77% (+2.28%)      |
| NFTHouseGame.sol                    | 9.79%                | 9.68% (-0.11%)       | 9.14% (-0.65%)       |
| NatCoinCrowdsale.sol                | 31.36%               | 35.73% (+4.38%)      | 33.62% (+2.26%)      |
| OurRoulette.sol                     | 18.26%               | 18.18% (-0.08%)      | 16.91% (-1.36%)      |
| P2PFuturesTrading.sol               | 31.11%               | 31.11% (0.00%)       | 31.11% (0.00%)       |
| PIGGY_BANK.sol                      | 85.59%               | 75.68% (-9.91%)      | 81.98% (-3.60%)      |
| PreAdsMobileToken.sol               | 29.99%               | 29.15% (-0.84%)      | 27.34% (-2.65%)      |
| PreIcoCrowdsale.sol                 | 41.67%               | 38.14% (-3.53%)      | 42.31% (+0.64%)      |
| Profit1000.sol                      | 24.28%               | 24.60% (+0.32%)      | 28.33% (+4.05%)      |
| RandoCoin.sol                       | 23.88%               | 25.74% (+1.86%)      | 26.20% (+2.33%)      |
| Remittance.sol                      | 20.31%               | 21.88% (+1.56%)      | 21.88% (+1.56%)      |
| SCCsale.sol                         | 41.43%               | 46.24% (+4.82%)      | 45.47% (+4.05%)      |
| STRIMToken.sol                      | 23.08%               | 23.57% (+0.49%)      | 23.67% (+0.59%)      |
| Sacrific3d.sol                      | 41.46%               | 40.38% (-1.08%)      | 41.46% (0.00%)       |
| SaintArnouldToken.sol               | 44.88%               | 47.77% (+2.89%)      | 46.98% (+2.10%)      |
| SatoshiDice.sol                     | 47.55%               | 48.53% (+0.98%)      | 48.53% (+0.98%)      |
| SingularityTest20.sol               | 50.18%               | 47.62% (-2.56%)      | 47.62% (-2.56%)      |
| SmartBillions.sol                   | 10.97%               | 10.38% (-0.59%)      | 10.50% (-0.47%)      |
| TheNextBlock.sol                    | 40.37%               | 40.93% (+0.56%)      | 40.19% (-0.19%)      |
| TheOneToken.sol                     | 40.53%               | 48.86% (+8.33%)      | 37.50% (-3.03%)      |
| TrustBet.sol                        | 44.12%               | 42.81% (-1.31%)      | 44.12% (0.00%)       |
| TwentyDollars.sol                   | 61.11%               | 57.78% (-3.33%)      | 55.19% (-5.93%)      |
| WolkToken.sol                       | 20.16%               | 19.75% (-0.41%)      | 19.86% (-0.31%)      |
| XCTCrowdSale.sol                    | 74.85%               | 76.02% (+1.17%)      | 75.44% (+0.58%)      |
| XG4KCrowdFunding.sol                | 44.12%               | 44.12% (0.00%)       | 44.12% (0.00%)       |
| eth666.sol                          | 42.86%               | 42.54% (-0.32%)      | 42.22% (-0.63%)      |
| Forwarder.sol                       | 75.19%               | 75.19% (0.00%)       | 71.32% (-3.88%)      |
| FunFairSale.sol                     | 55.56%               | 50.16% (-5.40%)      | 50.48% (-5.08%)      |
| InkPublicPresale.sol                | 20.39%               | 17.68% (-2.71%)      | 18.94% (-1.45%)      |
| LZLCoin.sol                         | 42.86%               | 40.06% (-2.80%)      | 34.45% (-8.40%)      |
| Payee.sol                           | 62.22%               | 73.78% (+11.56%)     | 66.67% (+4.44%)      |
| PowerCoin.sol                       | 41.81%               | 39.83% (-1.98%)      | 42.94% (+1.13%)      |
| PrivateBank.sol                     | 62.86%               | 76.19% (+13.33%)     | 83.81% (+20.95%)     |
| PrivateDeposit.sol                  | 63.89%               | 77.08% (+13.19%)     | 76.39% (+12.50%)     |
| Private_Bank.sol                    | 61.90%               | 69.52% (+7.62%)      | 71.43% (+9.52%)      |
| ProxyCreationAndExecute.sol         | 17.25%               | 15.03% (-2.22%)      | 14.29% (-2.96%)      |
| AcjCrowdsale.sol                    | 19.85%               | 19.48% (-0.37%)      | 19.67% (-0.18%)      |
| AmbrosusSale.sol                    | 24.34%               | 25.12% (+0.78%)      | 24.93% (+0.59%)      |
| AngelCentralBank.sol                | 22.19%               | 22.59% (+0.40%)      | 22.89% (+0.70%)      |
| AtomicSwap.sol                      | 45.59%               | 37.25% (-8.33%)      | 43.14% (-2.45%)      |
| BBDExchange.sol                     | 33.50%               | 37.27% (+3.78%)      | 37.77% (+4.27%)      |
| BLOCKCHAIN_DEPOSIT_BETA.sol         | 70.09%               | 76.07% (+5.98%)      | 73.50% (+3.42%)      |
| BRANDCOIN.sol                       | 19.86%               | 20.58% (+0.72%)      | 19.41% (-0.45%)      |
| BeatOrgTokenMainSale.sol            | 69.61%               | 71.08% (+1.47%)      | 67.65% (-1.96%)      |
| BetterAuction.sol                   | 53.78%               | 52.22% (-1.56%)      | 54.44% (+0.67%)      |
| BillPokerPreICO.sol                 | 24.85%               | 25.32% (+0.47%)      | 24.15% (-0.71%)      |
| Billiontix.sol                      | N/A                  | N/A                  | N/A                  |
| BitGallery.sol                      | 9.00%                | 9.07% (+0.07%)       | 9.00% (+0.00%)       |
| BitkomSale.sol                      | 27.08%               | 25.49% (-1.59%)      | 26.59% (-0.49%)      |
| BizPyramid.sol                      | 29.57%               | 28.76% (-0.81%)      | 30.11% (+0.54%)      |
| BlockFoodPreSale.sol                | 18.78%               | 19.18% (+0.40%)      | 19.31% (+0.53%)      |
| Bounty0xPresale.sol                 | 40.46%               | 43.45% (+2.99%)      | 44.60% (+4.14%)      |
| BriskCoin.sol                       | 33.33%               | 28.28% (-5.05%)      | 29.12% (-4.21%)      |
| BsPresale.sol                       | 17.39%               | 15.41% (-1.98%)      | 16.70% (-0.69%)      |
| CTCToken.sol                        | 10.90%               | 9.98% (-0.93%)       | 13.38% (+2.47%)      |
| CTNTokenSale.sol                    | 34.51%               | 34.34% (-0.17%)      | 34.34% (-0.17%)      |
| CTV.sol                             | 13.18%               | 12.70% (-0.48%)      | 12.57% (-0.61%)      |
| Cajutel.sol                         | 18.33%               | 18.33% (0.00%)       | 19.07% (+0.74%)      |
| CandyClaim.sol                      | 25.33%               | 26.26% (+0.93%)      | 25.88% (+0.56%)      |
| CandySale.sol                       | 52.07%               | 55.37% (+3.31%)      | 54.82% (+2.75%)      |
| CashPokerProICO.sol                 | 23.91%               | 22.85% (-1.06%)      | 23.09% (-0.82%)      |
| CccTokenIco.sol                     | 15.09%               | 14.78% (-0.31%)      | 14.07% (-1.02%)      |
| ChangeableRateCrowdsale.sol         | 23.61%               | 20.83% (-2.78%)      | 24.04% (+0.43%)      |
| ChrisCoin.sol                       | 32.02%               | 29.55% (-2.47%)      | 27.51% (-4.51%)      |
| ChristmasClub.sol                   | 71.43%               | 73.02% (+1.59%)      | 76.19% (+4.76%)      |
| ChronosCore.sol                     | 21.51%               | 17.44% (-4.07%)      | 21.80% (+0.29%)      |
| ClaimableCrowdsale.sol              | 22.61%               | 21.91% (-0.71%)      | 27.09% (+4.48%)      |
| CoinCrowdICO.sol                    | 26.54%               | 27.95% (+1.41%)      | 30.77% (+4.23%)      |
| Countdown.sol                       | 45.83%               | 46.43% (+0.60%)      | 46.43% (+0.60%)      |
| CrowdSaleTRH.sol                    | 54.64%               | 54.64% (0.00%)       | 57.92% (+3.28%)      |
| CrowdsalePre.sol                    | 27.46%               | 27.24% (-0.21%)      | 25.32% (-2.14%)      |
| CryptoCarsRent.sol                  | 13.60%               | 13.33% (-0.27%)      | 13.42% (-0.18%)      |
| DEEX.sol                            | 21.24%               | 18.13% (-3.11%)      | 19.29% (-1.96%)      |
| DYLC_ERC20Token.sol                 | 27.33%               | 28.19% (+0.86%)      | 29.90% (+2.57%)      |
| Dividend.sol                        | 72.22%               | 70.94% (-1.28%)      | 70.94% (-1.28%)      |
| DropletCrowdSale.sol                | 24.00%               | 26.05% (+2.05%)      | 23.89% (-0.11%)      |
| ECHO.sol                            | 16.58%               | 18.03% (+1.45%)      | 15.94% (-0.63%)      |
| ECT2Crowdsale2.sol                  | 65.08%               | 62.70% (-2.38%)      | 62.70% (-2.38%)      |
| ElecSaleSmartContract.sol           | 27.37%               | 28.73% (+1.36%)      | 31.44% (+4.07%)      |
| ElectionsMarketSavingsBank.sol      | 6.13%                | N/A                  | 5.51% (-0.61%)       |
| EosPizzaSliceDonationraiser.sol     | 22.18%               | 21.70% (-0.48%)      | 21.82% (-0.36%)      |
| EternalWealth.sol                   | 40.00%               | 39.39% (-0.61%)      | 40.00% (0.00%)       |
| EthBird.sol                         | 54.10%               | 52.46% (-1.64%)      | 52.46% (-1.64%)      |
| EthCapsule.sol                      | 39.18%               | 39.18% (0.00%)       | 39.18% (0.00%)       |
| EthTermDeposits.sol                 | 62.04%               | 62.04% (0.00%)       | 62.04% (0.00%)       |
| EtherGuess.sol                      | 26.72%               | 24.33% (-2.39%)      | 26.44% (-0.28%)      |
| EthereumHole.sol                    | 47.62%               | 47.62% (0.00%)       | 47.62% (0.00%)       |
| FabricTokenFundraiser.sol           | 16.37%               | 17.55% (+1.18%)      | 16.73% (+0.35%)      |
| ForecasterReward.sol                | 54.98%               | 56.47% (+1.49%)      | 54.73% (-0.25%)      |
| Freeze.sol                          | 38.79%               | 40.61% (+1.82%)      | 36.97% (-1.82%)      |
| Gelios.sol                          | 22.88%               | 22.49% (-0.39%)      | 22.19% (-0.69%)      |
| GraphenePowerToken.sol              | 19.42%               | 20.25% (+0.83%)      | 20.25% (+0.83%)      |
| HODLerParadise.sol                  | 31.48%               | 32.28% (+0.79%)      | 34.39% (+2.91%)      |
| HYIP.sol                            | 47.30%               | 49.55% (+2.25%)      | 49.10% (+1.80%)      |
| HodlContract.sol                    | 46.15%               | 46.15% (0.00%)       | 46.15% (0.00%)       |
| HodlerInvestmentClub.sol            | 78.79%               | 79.55% (+0.76%)      | 76.52% (-2.27%)      |
| HolyCoin.sol                        | 38.23%               | 40.49% (+2.26%)      | 40.68% (+2.45%)      |
| IAHCToken.sol                       | 23.79%               | 26.62% (+2.83%)      | 22.97% (-0.82%)      |
| IQNCrowdsale.sol                    | 52.59%               | 54.07% (+1.48%)      | 56.05% (+3.46%)      |
| IQNSecondPreICO.sol                 | 73.90%               | 74.70% (+0.80%)      | 79.12% (+5.22%)      |
| IndaHashToken.sol                   | 14.73%               | 13.85% (-0.88%)      | 12.70% (-2.04%)      |
| IntermediateVault.sol               | 39.78%               | 45.16% (+5.38%)      | 45.16% (+5.38%)      |
| IungoPresale.sol                    | 35.61%               | 35.61% (0.00%)       | 35.61% (0.00%)       |
| JobeumPresale.sol                   | 17.24%               | 15.26% (-1.98%)      | 16.09% (-1.14%)      |
| JoysoCrowdsale.sol                  | 42.68%               | 43.94% (+1.26%)      | 41.67% (-1.01%)      |
| Lescovex.sol                        | 23.81%               | 24.74% (+0.93%)      | 28.04% (+4.23%)      |
| ListingsERC20.sol                   | 29.23%               | 28.88% (-0.36%)      | 28.16% (-1.07%)      |
| LitmusCrowdsale.sol                 | 49.28%               | 42.33% (-6.95%)      | 49.69% (+0.41%)      |
| Loan.sol                            | 48.12%               | 47.54% (-0.58%)      | 49.57% (+1.45%)      |
| LudumToken.sol                      | 34.99%               | 36.32% (+1.33%)      | 30.18% (-4.81%)      |
| LympoICO.sol                        | 39.93%               | 43.07% (+3.14%)      | 41.09% (+1.16%)      |
| MallcoinCrowdSale.sol               | 19.55%               | 21.25% (+1.69%)      | 19.52% (-0.04%)      |
| MarchMadness.sol                    | N/A                  | N/A                  | N/A                  |
| MidnightCoin.sol                    | 32.91%               | 33.55% (+0.64%)      | 34.40% (+1.50%)      |
| NYX.sol                             | 42.62%               | 43.17% (+0.55%)      | 43.17% (+0.55%)      |
| NYXAccount.sol                      | 42.90%               | 40.44% (-2.46%)      | 45.08% (+2.19%)      |
| NewCratePreSale.sol                 | 20.00%               | 19.57% (-0.43%)      | 20.00% (0.00%)       |
| OZRealestatesToken.sol              | 14.41%               | 15.66% (+1.26%)      | 13.48% (-0.92%)      |
