MAX COVERAGE RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
| TranferInTwoPart.sol                | 100.00%              | 44.44% (-55.56%)     | 100.00% (0.00%)      |
| WhaleGiveaway1.sol                  | 61.90%               | 50.00% (-11.90%)     | 59.52% (-2.38%)      |
| AFactory.sol                        | 19.23%               | 19.23% (0.00%)       | 19.23% (0.00%)       |
| Abt.sol                             | 36.36%               | 36.36% (0.00%)       | 36.36% (0.00%)       |
| AnyContract.sol                     | 45.00%               | 45.00% (0.00%)       | 45.00% (0.00%)       |
| Apuestas2018.sol                    | 32.22%               | 30.00% (-2.22%)      | 37.78% (+5.56%)      |
| Arss.sol                            | 36.36%               | 36.36% (0.00%)       | 36.36% (0.00%)       |
| ArtBlockToken.sol                   | 28.29%               | 25.66% (-2.63%)      | 28.95% (+0.66%)      |
| AsaCoin.sol                         | 53.92%               | 52.94% (-0.98%)      | 54.90% (+0.98%)      |
| BAIC.sol                            | 67.65%               | 67.65% (0.00%)       | 67.65% (0.00%)       |
| BIAToken.sol                        | 34.52%               | 30.95% (-3.57%)      | 34.52% (0.00%)       |
| BJCToken.sol                        | 39.87%               | 35.95% (-3.92%)      | 34.64% (-5.23%)      |
| BJLToken.sol                        | 33.33%               | 30.95% (-2.38%)      | 34.52% (+1.19%)      |
| BRToken.sol                         | 57.84%               | 54.90% (-2.94%)      | 47.06% (-10.78%)     |
| BananaToken.sol                     | 26.32%               | 27.63% (+1.32%)      | 28.29% (+1.97%)      |
| BetCenter.sol                       | 32.17%               | 32.17% (0.00%)       | 28.70% (-3.48%)      |
| Bitway.sol                          | 52.73%               | 58.18% (+5.45%)      | 60.00% (+7.27%)      |
| BurnableOpenPaymentFactory.sol      | 40.00%               | 40.00% (0.00%)       | 40.00% (0.00%)       |
| BurnablePaymentFactory.sol          | 13.59%               | 15.53% (+1.94%)      | 15.53% (+1.94%)      |
| C2.sol                              | 26.32%               | 26.32% (0.00%)       | 26.32% (0.00%)       |
| CertifiedDocuments.sol              | 19.90%               | 19.90% (0.00%)       | 19.90% (0.00%)       |
| ConfToken.sol                       | 37.85%               | 33.18% (-4.67%)      | 31.31% (-6.54%)      |
| DaoCasinoToken.sol                  | 32.35%               | 32.35% (0.00%)       | 32.35% (0.00%)       |
| CryptoHole.sol                      | 51.49%               | 52.48% (+0.99%)      | 46.53% (-4.95%)      |
| D2GBToken.sol                       | 30.58%               | 33.88% (+3.31%)      | 33.88% (+3.31%)      |
| DEC15Contract.sol                   | 69.57%               | 68.48% (-1.09%)      | 68.48% (-1.09%)      |
| DEC15v1Contract.sol                 | 57.61%               | 61.96% (+4.35%)      | 57.61% (0.00%)       |
| Diploma_landing_page.sol            | 37.93%               | 37.93% (0.00%)       | 37.93% (0.00%)       |
| ERC721_token.sol                    | 40.00%               | 40.00% (0.00%)       | 40.00% (0.00%)       |
| ERH.sol                             | 47.14%               | 55.71% (+8.57%)      | 58.57% (+11.43%)     |
| ETHLightToken.sol                   | 46.08%               | 47.06% (+0.98%)      | 48.04% (+1.96%)      |
| EscrowMyEtherEntityDB.sol           | 30.09%               | 30.09% (0.00%)       | 30.09% (0.00%)       |
| EtherWhuffieManager.sol             | 40.91%               | 40.91% (0.00%)       | 40.91% (0.00%)       |
| GGPCToken.sol                       | 39.38%               | 40.41% (+1.04%)      | 41.45% (+2.07%)      |
| HashRushICO.sol                     | 16.21%               | 20.95% (+4.74%)      | 18.97% (+2.77%)      |
| Hotc.sol                            | 45.65%               | 60.87% (+15.22%)     | 57.61% (+11.96%)     |
| InvitherB.sol                       | 36.17%               | 36.17% (0.00%)       | 36.17% (0.00%)       |
| KryptoGiftsMessages.sol             | 40.48%               | 40.48% (0.00%)       | 40.48% (0.00%)       |
| LOVEFoundation.sol                  | 57.89%               | 51.58% (-6.32%)      | 52.63% (-5.26%)      |
| LaolaiManage.sol                    | 42.31%               | 42.31% (0.00%)       | 42.31% (0.00%)       |
| LiteConnectToken.sol                | 27.70%               | 30.41% (+2.70%)      | 27.70% (0.00%)       |
| Luck.sol                            | 45.45%               | 45.45% (0.00%)       | 45.45% (0.00%)       |
| MiCon.sol                           | 52.24%               | 52.24% (0.00%)       | 52.24% (0.00%)       |
| MinerEdgeToken.sol                  | 36.07%               | 45.90% (+9.84%)      | 46.72% (+10.66%)     |
| MoyTokenStorage.sol                 | 50.47%               | 52.34% (+1.87%)      | 49.53% (-0.93%)      |
| MyEtherTellerEntityDB.sol           | 33.63%               | 31.86% (-1.77%)      | 26.55% (-7.08%)      |
| MySuperToken.sol                    | 52.63%               | 54.39% (+1.75%)      | 52.63% (0.00%)       |
| PARKToken.sol                       | 33.33%               | 36.90% (+3.57%)      | 28.57% (-4.76%)      |
| REALotteryWheel.sol                 | 48.72%               | 48.72% (0.00%)       | 46.15% (-2.56%)      |
| SGCC.sol                            | 31.97%               | 31.29% (-0.68%)      | 35.37% (+3.40%)      |
| Saaa.sol                            | 44.00%               | 40.00% (-4.00%)      | 44.00% (0.00%)       |
| SaveData.sol                        | 34.88%               | 34.88% (0.00%)       | 34.88% (0.00%)       |
| SimpleMathTest003.sol               | 46.15%               | 46.15% (0.00%)       | 46.15% (0.00%)       |
| SoapBox.sol                         | 47.27%               | 50.91% (+3.64%)      | 50.91% (+3.64%)      |
| SpecialWallet.sol                   | 33.73%               | 34.91% (+1.18%)      | 33.73% (0.00%)       |
| TIP.sol                             | 35.40%               | 36.28% (+0.88%)      | 37.17% (+1.77%)      |
| TestQuery.sol                       | 33.33%               | 33.33% (0.00%)       | 33.33% (0.00%)       |
| TestRegistry.sol                    | 30.77%               | 30.77% (0.00%)       | 30.77% (0.00%)       |
| TransferCoin.sol                    | 46.15%               | 61.54% (+15.38%)     | 61.54% (+15.38%)     |
| TransferMoney.sol                   | 47.83%               | 47.83% (0.00%)       | 47.83% (0.00%)       |
| VeganCoin.sol                       | 39.02%               | 37.80% (-1.22%)      | 37.80% (-1.22%)      |
| Xtime.sol                           | 51.43%               | 62.86% (+11.43%)     | 61.43% (+10.00%)     |
| epocum.sol                          | 15.81%               | 18.14% (+2.33%)      | 18.60% (+2.79%)      |
| ggbank.sol                          | 32.03%               | 32.03% (0.00%)       | 32.81% (+0.78%)      |
| message.sol                         | 50.00%               | 50.00% (0.00%)       | 48.33% (-1.67%)      |
| msgdata.sol                         | 50.00%               | 50.00% (0.00%)       | 50.00% (0.00%)       |
| payrollSystem.sol                   | 49.37%               | 49.37% (0.00%)       | 49.37% (0.00%)       |
| proforma.sol                        | 38.71%               | 41.94% (+3.23%)      | 40.86% (+2.15%)      |
| testeot.sol                         | 36.42%               | 25.17% (-11.26%)     | 35.76% (-0.66%)      |
| viewMessage.sol                     | 32.43%               | 29.73% (-2.70%)      | 29.73% (-2.70%)      |
| viewMessageNumPayable.sol           | 30.56%               | 30.56% (0.00%)       | 30.56% (0.00%)       |
| viewMessagePayable.sol              | 50.00%               | 50.00% (0.00%)       | 50.00% (0.00%)       |
| whoDepositV3.sol                    | 18.18%               | 18.18% (0.00%)       | 18.18% (0.00%)       |
| BetBuyer.sol                        | 50.40%               | 52.80% (+2.40%)      | 53.60% (+3.20%)      |
| CryptoChamps.sol                    | 25.00%               | 25.00% (0.00%)       | 22.69% (-2.31%)      |
| Dappster.sol                        | 10.96%               | 11.76% (+0.80%)      | 10.96% (0.00%)       |
| EtherConsole.sol                    | 12.90%               | 12.90% (0.00%)       | 12.32% (-0.59%)      |
| Etheramid.sol                       | 35.54%               | 32.64% (-2.89%)      | 32.23% (-3.31%)      |
| EthronTokenPonzi.sol                | 33.98%               | 39.32% (+5.34%)      | 31.55% (-2.43%)      |
| Fermat.sol                          | 47.25%               | 47.25% (0.00%)       | 47.25% (0.00%)       |
| HFConditionalTransfer.sol           | 61.11%               | 61.11% (0.00%)       | 55.56% (-5.56%)      |
| NumberBoard.sol                     | 28.12%               | 28.12% (0.00%)       | 28.12% (0.00%)       |
| AMBROSUSFund.sol                    | 59.34%               | 61.54% (+2.20%)      | 63.74% (+4.40%)      |
| APPToken.sol                        | 38.24%               | 45.88% (+7.65%)      | 43.53% (+5.29%)      |
| AddressLotteryV2.sol                | 63.79%               | 60.34% (-3.45%)      | 65.52% (+1.72%)      |
| Arena.sol                           | 42.99%               | 42.99% (0.00%)       | 42.99% (0.00%)       |
| AvPresale.sol                       | 32.51%               | 35.96% (+3.45%)      | 33.50% (+0.99%)      |
| BMPre_ICO.sol                       | 41.98%               | 41.98% (0.00%)       | 43.21% (+1.23%)      |
| Bagholder.sol                       | 23.41%               | 28.57% (+5.16%)      | 29.37% (+5.95%)      |
| Bank_With_Interest.sol              | 55.66%               | 53.77% (-1.89%)      | 50.00% (-5.66%)      |
| Best_Bank_with_Interest.sol         | 51.52%               | 54.55% (+3.03%)      | 59.60% (+8.08%)      |
| BlockHashRNGFallback.sol            | 63.46%               | 59.62% (-3.85%)      | 75.00% (+11.54%)     |
| Bob.sol                             | 17.44%               | 17.44% (0.00%)       | 17.44% (0.00%)       |
| Bombs.sol                           | 28.83%               | 28.83% (0.00%)       | 28.83% (0.00%)       |
| BrandContest.sol                    | 17.00%               | 17.00% (0.00%)       | 17.00% (0.00%)       |
| CHEXToken.sol                       | 29.11%               | 28.69% (-0.42%)      | 26.16% (-2.95%)      |
| CSSPresale.sol                      | 36.72%               | 35.03% (-1.69%)      | 38.98% (+2.26%)      |
| Coinflip.sol                        | 29.00%               | 26.00% (-3.00%)      | 22.00% (-7.00%)      |
| CompetitionStore.sol                | 8.59%                | 8.59% (0.00%)        | 7.22% (-1.37%)       |
| CrowdsaleTokens.sol                 | 66.36%               | 69.09% (+2.73%)      | 69.09% (+2.73%)      |
| CryptoDuels.sol                     | 21.12%               | 22.84% (+1.72%)      | 22.84% (+1.72%)      |
| CryptoGoldStandardCoin.sol          | 27.27%               | 26.84% (-0.43%)      | 26.41% (-0.87%)      |
| CryptoPoosToken.sol                 | 16.35%               | 16.67% (+0.31%)      | 16.35% (0.00%)       |
| DIVXToken.sol                       | 21.95%               | 21.95% (0.00%)       | 25.09% (+3.14%)      |
| DecentralandBuyer.sol               | 51.08%               | 48.92% (-2.16%)      | 48.20% (-2.88%)      |
| DeveryFUND.sol                      | 28.99%               | 28.99% (0.00%)       | 37.28% (+8.28%)      |
| Dil.sol                             | 35.44%               | 35.44% (0.00%)       | 35.44% (0.00%)       |
| EmojisanAuctionHouse.sol            | 20.71%               | 25.25% (+4.55%)      | 25.25% (+4.55%)      |
| EmojisanMarketplace.sol             | 22.82%               | 22.82% (0.00%)       | 23.30% (+0.49%)      |
| EtchReward.sol                      | 32.58%               | 36.65% (+4.07%)      | 33.48% (+0.90%)      |
| EthMash.sol                         | 44.04%               | 44.04% (0.00%)       | 44.04% (0.00%)       |
| EthMashChain.sol                    | 40.28%               | 48.61% (+8.33%)      | 48.61% (+8.33%)      |
| EthMashMount.sol                    | 49.35%               | 49.35% (0.00%)       | 49.35% (0.00%)       |
| EthMashTower.sol                    | 39.29%               | 39.29% (0.00%)       | 36.61% (-2.68%)      |
| EtherTool.sol                       | 29.50%               | 36.69% (+7.19%)      | 36.69% (+7.19%)      |
| FidgETHSpinner.sol                  | 52.10%               | 60.50% (+8.40%)      | 60.50% (+8.40%)      |
| FipsNotary.sol                      | 36.92%               | 39.23% (+2.31%)      | 41.54% (+4.62%)      |
| GPSPresale.sol                      | 34.59%               | 33.51% (-1.08%)      | 35.14% (+0.54%)      |
| HashBet.sol                         | 52.17%               | 52.17% (0.00%)       | 52.17% (0.00%)       |
| HodlBox.sol                         | 54.24%               | 50.85% (-3.39%)      | 64.41% (+10.17%)     |
| KeberuntunganAcak.sol               | 40.00%               | 40.00% (0.00%)       | 36.19% (-3.81%)      |
| KiddyToys.sol                       | 16.44%               | 13.76% (-2.68%)      | 15.10% (-1.34%)      |
| LINKFund.sol                        | 61.29%               | 64.52% (+3.23%)      | 70.97% (+9.68%)      |
| LeanFund.sol                        | 45.80%               | 53.44% (+7.63%)      | 58.78% (+12.98%)     |
| MUSCToken.sol                       | 30.98%               | 28.80% (-2.17%)      | 30.98% (0.00%)       |
| MarketPrice.sol                     | 38.40%               | 36.00% (-2.40%)      | 43.20% (+4.80%)      |
| Matthew.sol                         | 71.43%               | 71.43% (0.00%)       | 64.29% (-7.14%)      |
| MoacToken.sol                       | 23.29%               | 21.43% (-1.86%)      | 21.74% (-1.55%)      |
| NFTHouseGame.sol                    | 8.97%                | 9.95% (+0.98%)       | 9.30% (+0.33%)       |
| NatCoinCrowdsale.sol                | 32.63%               | 27.97% (-4.66%)      | 38.14% (+5.51%)      |
| OurRoulette.sol                     | 16.27%               | 16.99% (+0.72%)      | 16.99% (+0.72%)      |
| P2PFuturesTrading.sol               | 31.11%               | 31.11% (0.00%)       | 31.11% (0.00%)       |
| PIGGY_BANK.sol                      | 70.27%               | 83.78% (+13.51%)     | 72.97% (+2.70%)      |
| PreAdsMobileToken.sol               | 30.13%               | 30.54% (+0.42%)      | 25.94% (-4.18%)      |
| PreIcoCrowdsale.sol                 | 45.51%               | 44.23% (-1.28%)      | 47.44% (+1.92%)      |
| Profit1000.sol                      | 22.36%               | 25.56% (+3.19%)      | 22.36% (0.00%)       |
| RandoCoin.sol                       | 23.26%               | 27.44% (+4.19%)      | 26.98% (+3.72%)      |
| Remittance.sol                      | 21.88%               | 17.19% (-4.69%)      | 21.88% (0.00%)       |
| SCCsale.sol                         | 45.09%               | 45.66% (+0.58%)      | 45.66% (+0.58%)      |
| STRIMToken.sol                      | 21.89%               | 20.41% (-1.48%)      | 23.67% (+1.78%)      |
| Sacrific3d.sol                      | 37.40%               | 43.90% (+6.50%)      | 37.40% (0.00%)       |
| SaintArnouldToken.sol               | 44.88%               | 48.82% (+3.94%)      | 44.88% (0.00%)       |
| SatoshiDice.sol                     | 48.53%               | 48.53% (0.00%)       | 48.53% (0.00%)       |
| SingularityTest20.sol               | 45.05%               | 50.55% (+5.49%)      | 41.76% (-3.30%)      |
| SmartBillions.sol                   | 10.80%               | 10.80% (0.00%)       | 10.62% (-0.18%)      |
| TheNextBlock.sol                    | 38.89%               | 37.22% (-1.67%)      | 36.11% (-2.78%)      |
| TheOneToken.sol                     | 46.59%               | 32.95% (-13.64%)     | 46.59% (0.00%)       |
| TrustBet.sol                        | 44.12%               | 44.12% (0.00%)       | 44.12% (0.00%)       |
| TwentyDollars.sol                   | 41.11%               | 56.67% (+15.56%)     | 60.00% (+18.89%)     |
| WolkToken.sol                       | 20.99%               | 19.75% (-1.23%)      | 20.99% (0.00%)       |
| XCTCrowdSale.sol                    | 77.19%               | 73.68% (-3.51%)      | 77.19% (0.00%)       |
| XG4KCrowdFunding.sol                | 44.12%               | 44.12% (0.00%)       | 41.18% (-2.94%)      |
| eth666.sol                          | 44.76%               | 44.76% (0.00%)       | 41.90% (-2.86%)      |
| Forwarder.sol                       | 79.07%               | 74.42% (-4.65%)      | 74.42% (-4.65%)      |
| FunFairSale.sol                     | 48.57%               | 52.38% (+3.81%)      | 50.48% (+1.90%)      |
| InkPublicPresale.sol                | 17.97%               | 16.52% (-1.45%)      | 15.36% (-2.61%)      |
| LZLCoin.sol                         | 42.02%               | 36.13% (-5.88%)      | 30.25% (-11.76%)     |
| Payee.sol                           | 54.67%               | 66.67% (+12.00%)     | 70.67% (+16.00%)     |
| PowerCoin.sol                       | 43.22%               | 36.44% (-6.78%)      | 45.76% (+2.54%)      |
| PrivateBank.sol                     | 60.00%               | 68.57% (+8.57%)      | 77.14% (+17.14%)     |
| PrivateDeposit.sol                  | 62.50%               | 75.00% (+12.50%)     | 75.00% (+12.50%)     |
| Private_Bank.sol                    | 62.86%               | 80.00% (+17.14%)     | 80.00% (+17.14%)     |
| ProxyCreationAndExecute.sol         | 17.78%               | 11.11% (-6.67%)      | 17.14% (-0.63%)      |
| AcjCrowdsale.sol                    | 21.88%               | 19.67% (-2.22%)      | 19.11% (-2.77%)      |
| AmbrosusSale.sol                    | 23.17%               | 23.46% (+0.29%)      | 25.81% (+2.64%)      |
| AngelCentralBank.sol                | 19.40%               | 21.79% (+2.39%)      | 20.30% (+0.90%)      |
| AtomicSwap.sol                      | 41.18%               | 41.18% (0.00%)       | 39.71% (-1.47%)      |
| BBDExchange.sol                     | 33.00%               | 36.45% (+3.45%)      | 38.92% (+5.91%)      |
| BLOCKCHAIN_DEPOSIT_BETA.sol         | 56.41%               | 64.10% (+7.69%)      | 76.92% (+20.51%)     |
| BRANDCOIN.sol                       | 19.95%               | 19.41% (-0.54%)      | 16.17% (-3.77%)      |
| BeatOrgTokenMainSale.sol            | 63.24%               | 73.53% (+10.29%)     | 66.18% (+2.94%)      |
| BetterAuction.sol                   | 53.33%               | 54.00% (+0.67%)      | 56.00% (+2.67%)      |
| BillPokerPreICO.sol                 | 21.91%               | 27.56% (+5.65%)      | 28.62% (+6.71%)      |
| Billiontix.sol                      | N/A                  | N/A                  | N/A                  |
| BitGallery.sol                      | 8.45%                | 9.28% (+0.82%)       | 8.87% (+0.41%)       |
| BitkomSale.sol                      | 29.04%               | 27.21% (-1.84%)      | 33.09% (+4.04%)      |
| BizPyramid.sol                      | 29.03%               | 29.44% (+0.40%)      | 29.84% (+0.81%)      |
| BlockFoodPreSale.sol                | 18.25%               | 16.27% (-1.98%)      | 17.86% (-0.40%)      |
| Bounty0xPresale.sol                 | 40.00%               | 43.45% (+3.45%)      | 51.03% (+11.03%)     |
| BriskCoin.sol                       | 30.30%               | 29.29% (-1.01%)      | 35.35% (+5.05%)      |
| BsPresale.sol                       | 17.16%               | 16.25% (-0.92%)      | 17.16% (0.00%)       |
| CTCToken.sol                        | 10.90%               | 12.76% (+1.86%)      | 14.15% (+3.25%)      |
| CTNTokenSale.sol                    | 29.80%               | 35.35% (+5.56%)      | 34.85% (+5.05%)      |
| CTV.sol                             | 12.09%               | 12.50% (+0.41%)      | 11.27% (-0.82%)      |
| Cajutel.sol                         | 20.00%               | 20.00% (0.00%)       | 17.50% (-2.50%)      |
| CandyClaim.sol                      | 27.37%               | 27.37% (0.00%)       | 25.14% (-2.23%)      |
| CandySale.sol                       | 52.89%               | 48.76% (-4.13%)      | 54.55% (+1.65%)      |
| CashPokerProICO.sol                 | 26.86%               | 22.61% (-4.24%)      | 24.03% (-2.83%)      |
| CccTokenIco.sol                     | 15.29%               | 15.90% (+0.61%)      | 14.98% (-0.31%)      |
| ChangeableRateCrowdsale.sol         | 24.68%               | 20.83% (-3.85%)      | 25.00% (+0.32%)      |
| ChrisCoin.sol                       | 24.89%               | 32.75% (+7.86%)      | 29.26% (+4.37%)      |
| ChristmasClub.sol                   | 77.78%               | 74.60% (-3.17%)      | 71.43% (-6.35%)      |
| ChronosCore.sol                     | 18.90%               | 18.90% (0.00%)       | 18.90% (0.00%)       |
| ClaimableCrowdsale.sol              | 28.62%               | 27.92% (-0.71%)      | 22.61% (-6.01%)      |
| CoinCrowdICO.sol                    | 31.92%               | 22.69% (-9.23%)      | 23.08% (-8.85%)      |
| Countdown.sol                       | 46.43%               | 46.43% (0.00%)       | 46.43% (0.00%)       |
| CrowdSaleTRH.sol                    | 54.92%               | 67.21% (+12.30%)     | 54.10% (-0.82%)      |
| CrowdsalePre.sol                    | 29.49%               | 25.00% (-4.49%)      | 27.88% (-1.60%)      |
| CryptoCarsRent.sol                  | 13.78%               | 13.78% (0.00%)       | 13.78% (0.00%)       |
| DEEX.sol                            | 20.53%               | 22.13% (+1.60%)      | 19.47% (-1.07%)      |
| DYLC_ERC20Token.sol                 | 32.72%               | 23.90% (-8.82%)      | 29.04% (-3.68%)      |
| Dividend.sol                        | 73.08%               | 73.08% (0.00%)       | 70.51% (-2.56%)      |
| DropletCrowdSale.sol                | 28.33%               | 23.89% (-4.44%)      | 23.21% (-5.12%)      |
| ECHO.sol                            | 16.03%               | 16.03% (0.00%)       | 13.32% (-2.72%)      |
| ECT2Crowdsale2.sol                  | 65.87%               | 64.29% (-1.59%)      | 65.87% (0.00%)       |
| ElecSaleSmartContract.sol           | 28.46%               | 29.27% (+0.81%)      | 31.30% (+2.85%)      |
| ElectionsMarketSavingsBank.sol      | N/A                  | 5.39% (+105.39%)     | N/A                  |
| EosPizzaSliceDonationraiser.sol     | 20.14%               | 21.22% (+1.08%)      | 20.86% (+0.72%)      |
| EternalWealth.sol                   | 40.00%               | 40.00% (0.00%)       | 40.00% (0.00%)       |
| EthBird.sol                         | 54.10%               | 54.10% (0.00%)       | 54.10% (0.00%)       |
| EthCapsule.sol                      | 36.84%               | 36.84% (0.00%)       | 36.84% (0.00%)       |
| EthTermDeposits.sol                 | 66.67%               | 55.56% (-11.11%)     | 63.89% (-2.78%)      |
| EtherGuess.sol                      | 31.22%               | 24.05% (-7.17%)      | 21.52% (-9.70%)      |
| EthereumHole.sol                    | 47.62%               | 47.62% (0.00%)       | 47.62% (0.00%)       |
| FabricTokenFundraiser.sol           | 19.79%               | 14.13% (-5.65%)      | 18.37% (-1.41%)      |
| ForecasterReward.sol                | 55.97%               | 52.24% (-3.73%)      | 56.72% (+0.75%)      |
| Freeze.sol                          | 34.55%               | 43.64% (+9.09%)      | 37.27% (+2.73%)      |
| Gelios.sol                          | 19.53%               | 22.19% (+2.66%)      | 22.78% (+3.25%)      |
| GraphenePowerToken.sol              | 19.42%               | 20.25% (+0.83%)      | 17.36% (-2.07%)      |
| HODLerParadise.sol                  | 34.92%               | 31.75% (-3.17%)      | 27.78% (-7.14%)      |
| HYIP.sol                            | 48.65%               | 50.00% (+1.35%)      | 52.70% (+4.05%)      |
| HodlContract.sol                    | 46.15%               | 46.15% (0.00%)       | 46.15% (0.00%)       |
| HodlerInvestmentClub.sol            | 70.45%               | 77.27% (+6.82%)      | 79.55% (+9.09%)      |
| HolyCoin.sol                        | 43.50%               | 38.42% (-5.08%)      | 37.29% (-6.21%)      |
| IAHCToken.sol                       | 24.03%               | 25.44% (+1.41%)      | 24.73% (+0.71%)      |
| IQNCrowdsale.sol                    | 59.26%               | 55.56% (-3.70%)      | 57.78% (-1.48%)      |
| IQNSecondPreICO.sol                 | 73.49%               | 79.52% (+6.02%)      | 79.52% (+6.02%)      |
| IndaHashToken.sol                   | 13.85%               | 18.13% (+4.28%)      | 13.85% (0.00%)       |
| IntermediateVault.sol               | 45.16%               | 45.16% (0.00%)       | 35.48% (-9.68%)      |
| IungoPresale.sol                    | 35.61%               | 35.61% (0.00%)       | 35.61% (0.00%)       |
| JobeumPresale.sol                   | 18.31%               | 17.16% (-1.14%)      | 16.48% (-1.83%)      |
| JoysoCrowdsale.sol                  | 44.70%               | 46.21% (+1.52%)      | 50.76% (+6.06%)      |
| Lescovex.sol                        | 30.56%               | 28.57% (-1.98%)      | 27.78% (-2.78%)      |
| ListingsERC20.sol                   | 27.81%               | 29.41% (+1.60%)      | 25.67% (-2.14%)      |
| LitmusCrowdsale.sol                 | 42.94%               | 49.08% (+6.13%)      | 49.08% (+6.13%)      |
| Loan.sol                            | 40.00%               | 45.22% (+5.22%)      | 52.17% (+12.17%)     |
| LudumToken.sol                      | 32.84%               | 38.31% (+5.47%)      | 38.31% (+5.47%)      |
| LympoICO.sol                        | 42.08%               | 41.09% (-0.99%)      | 39.60% (-2.48%)      |
| MallcoinCrowdSale.sol               | 20.55%               | N/A                  | N/A                  |
| MarchMadness.sol                    | N/A                  | N/A                  | N/A                  |
| MidnightCoin.sol                    | 36.54%               | 30.13% (-6.41%)      | 33.33% (-3.21%)      |
| NYX.sol                             | 44.26%               | 43.44% (-0.82%)      | 48.36% (+4.10%)      |
| NYXAccount.sol                      | 37.70%               | 45.08% (+7.38%)      | 43.44% (+5.74%)      |
| NewCratePreSale.sol                 | 20.00%               | 20.00% (0.00%)       | 20.00% (0.00%)       |
| OZRealestatesToken.sol              | 18.34%               | 15.83% (-2.51%)      | 14.82% (-3.52%)      |
| ObizcoinCrowdsale.sol               | 26.70%               | 32.13% (+5.43%)      | 30.77% (+4.07%)      |
| PotPotato.sol                       | 28.33%               | 28.33% (0.00%)       | 28.33% (0.00%)       |
