TIMESTAMP-DEPENDENCY RESULTS


MAX COVERAGE RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
| Bounty0xPresale.sol                 | 40.00%               | 43.45% (+8.62%)      | 51.03% (+27.59%)     |
| BriskCoin.sol                       | 30.30%               | 29.29% (-3.33%)      | 35.35% (+16.67%)     |
| BsPresale.sol                       | 17.16%               | 16.25% (-5.33%)      | 17.16% (0.00%)       |
| CTCToken.sol                        | 10.90%               | 12.76% (+17.02%)     | 14.15% (+29.79%)     |
| CTNTokenSale.sol                    | 29.80%               | 35.35% (+18.64%)     | 34.85% (+16.95%)     |
| CTV.sol                             | 12.09%               | 12.50% (+3.39%)      | 11.27% (-6.78%)      |
| Cajutel.sol                         | 20.00%               | 20.00% (0.00%)       | 17.50% (-12.50%)     |
| CandyClaim.sol                      | 27.37%               | 27.37% (0.00%)       | 25.14% (-8.16%)      |
| CandySale.sol                       | 52.89%               | 48.76% (-7.81%)      | 54.55% (+3.12%)      |
| CashPokerProICO.sol                 | 26.86%               | 22.61% (-15.79%)     | 24.03% (-10.53%)     |
| CccTokenIco.sol                     | 15.29%               | 15.90% (+4.00%)      | 14.98% (-2.00%)      |
| ChangeableRateCrowdsale.sol         | 24.68%               | 20.83% (-15.58%)     | 25.00% (+1.30%)      |
| ChrisCoin.sol                       | 24.89%               | 32.75% (+31.58%)     | 29.26% (+17.54%)     |
| ChristmasClub.sol                   | 77.78%               | 74.60% (-4.08%)      | 71.43% (-8.16%)      |
| ChronosCore.sol                     | 18.90%               | 18.90% (0.00%)       | 18.90% (0.00%)       |
| ClaimableCrowdsale.sol              | 28.62%               | 27.92% (-2.47%)      | 22.61% (-20.99%)     |
| CoinCrowdICO.sol                    | 31.92%               | 22.69% (-28.92%)     | 23.08% (-27.71%)     |
| Countdown.sol                       | 46.43%               | 46.43% (0.00%)       | 46.43% (0.00%)       |
| CrowdSaleTRH.sol                    | 54.92%               | 67.21% (+22.39%)     | 54.10% (-1.49%)      |
| CrowdsalePre.sol                    | 29.49%               | 25.00% (-15.22%)     | 27.88% (-5.43%)      |
| CryptoCarsRent.sol                  | 13.78%               | 13.78% (0.00%)       | 13.78% (0.00%)       |
| DEEX.sol                            | 20.53%               | 22.13% (+7.79%)      | 19.47% (-5.19%)      |
| DYLC_ERC20Token.sol                 | 32.72%               | 23.90% (-26.97%)     | 29.04% (-11.24%)     |
| Dividend.sol                        | 73.08%               | 73.08% (0.00%)       | 70.51% (-3.51%)      |
| DropletCrowdSale.sol                | 28.33%               | 23.89% (-15.66%)     | 23.21% (-18.07%)     |
| ECHO.sol                            | 16.03%               | 16.03% (0.00%)       | 13.32% (-16.95%)     |
| ECT2Crowdsale2.sol                  | 65.87%               | 64.29% (-2.41%)      | 65.87% (0.00%)       |
| ElecSaleSmartContract.sol           | 28.46%               | 29.27% (+2.86%)      | 31.30% (+10.00%)     |
| ElectionsMarketSavingsBank.sol      | N/A                  | 5.39% (-105.39%)     | N/A                  |
| EosPizzaSliceDonationraiser.sol     | 20.14%               | 21.22% (+5.36%)      | 20.86% (+3.57%)      |
| EternalWealth.sol                   | 40.00%               | 40.00% (0.00%)       | 40.00% (0.00%)       |
| EthBird.sol                         | 54.10%               | 54.10% (0.00%)       | 54.10% (0.00%)       |
| EthCapsule.sol                      | 36.84%               | 36.84% (0.00%)       | 36.84% (0.00%)       |
| EthTermDeposits.sol                 | 66.67%               | 55.56% (-16.67%)     | 63.89% (-4.17%)      |
| EtherGuess.sol                      | 31.22%               | 24.05% (-22.97%)     | 21.52% (-31.08%)     |
| EthereumHole.sol                    | 47.62%               | 47.62% (0.00%)       | 47.62% (0.00%)       |
| FabricTokenFundraiser.sol           | 19.79%               | 14.13% (-28.57%)     | 18.37% (-7.14%)      |
| ForecasterReward.sol                | 55.97%               | 52.24% (-6.67%)      | 56.72% (+1.33%)      |
| Freeze.sol                          | 34.55%               | 43.64% (+26.32%)     | 37.27% (+7.89%)      |
| Gelios.sol                          | 19.53%               | 22.19% (+13.64%)     | 22.78% (+16.67%)     |
| GraphenePowerToken.sol              | 19.42%               | 20.25% (+4.26%)      | 17.36% (-10.64%)     |
| HODLerParadise.sol                  | 34.92%               | 31.75% (-9.09%)      | 27.78% (-20.45%)     |
| HYIP.sol                            | 48.65%               | 50.00% (+2.78%)      | 52.70% (+8.33%)      |
| HodlContract.sol                    | 46.15%               | 46.15% (0.00%)       | 46.15% (0.00%)       |
| HodlerInvestmentClub.sol            | 70.45%               | 77.27% (+9.68%)      | 79.55% (+12.90%)     |
| HolyCoin.sol                        | 43.50%               | 38.42% (-11.69%)     | 37.29% (-14.29%)     |
| IAHCToken.sol                       | 24.03%               | 25.44% (+5.88%)      | 24.73% (+2.94%)      |
| IQNCrowdsale.sol                    | 59.26%               | 55.56% (-6.25%)      | 57.78% (-2.50%)      |
| IQNSecondPreICO.sol                 | 73.49%               | 79.52% (+8.20%)      | 79.52% (+8.20%)      |
| IndaHashToken.sol                   | 13.85%               | 18.13% (+30.88%)     | 13.85% (0.00%)       |
| IntermediateVault.sol               | 45.16%               | 45.16% (0.00%)       | 35.48% (-21.43%)     |
| IungoPresale.sol                    | 35.61%               | 35.61% (0.00%)       | 35.61% (0.00%)       |
| JobeumPresale.sol                   | 18.31%               | 17.16% (-6.25%)      | 16.48% (-10.00%)     |
| JoysoCrowdsale.sol                  | 44.70%               | 46.21% (+3.39%)      | 50.76% (+13.56%)     |
| Lescovex.sol                        | 30.56%               | 28.57% (-6.49%)      | 27.78% (-9.09%)      |
| ListingsERC20.sol                   | 27.81%               | 29.41% (+5.77%)      | 25.67% (-7.69%)      |
| LitmusCrowdsale.sol                 | 42.94%               | 49.08% (+14.29%)     | 49.08% (+14.29%)     |
| Loan.sol                            | 40.00%               | 45.22% (+13.04%)     | 52.17% (+30.43%)     |
| LudumToken.sol                      | 32.84%               | 38.31% (+16.67%)     | 38.31% (+16.67%)     |
| LympoICO.sol                        | 42.08%               | 41.09% (-2.35%)      | 39.60% (-5.88%)      |
| MallcoinCrowdSale.sol               | 20.55%               | N/A                  | N/A                  |
| MarchMadness.sol                    | N/A                  | N/A                  | N/A                  |
| MidnightCoin.sol                    | 36.54%               | 30.13% (-17.54%)     | 33.33% (-8.77%)      |
| NYX.sol                             | 44.26%               | 43.44% (-1.85%)      | 48.36% (+9.26%)      |
| NYXAccount.sol                      | 37.70%               | 45.08% (+19.57%)     | 43.44% (+15.22%)     |
| NewCratePreSale.sol                 | 20.00%               | 20.00% (0.00%)       | 20.00% (0.00%)       |
| OZRealestatesToken.sol              | 18.34%               | 15.83% (-13.70%)     | 14.82% (-19.18%)     |
| ObizcoinCrowdsale.sol               | 26.70%               | 32.13% (+20.34%)     | 30.77% (+15.25%)     |
| PotPotato.sol                       | 28.33%               | 28.33% (0.00%)       | 28.33% (0.00%)       |
| PreTGE.sol                          | 8.58%                | 8.28% (-3.51%)       | 9.19% (+7.02%)       |
| Protocol108.sol                     | 78.21%               | 61.54% (-21.31%)     | 78.21% (0.00%)       |
| ProvidencePresale.sol               | 68.57%               | 55.71% (-18.75%)     | 62.86% (-8.33%)      |
| QuasacoinTokenCrowdsale.sol         | 42.86%               | 41.80% (-2.47%)      | 41.27% (-3.70%)      |
| RENTCoin.sol                        | 24.55%               | 25.00% (+1.82%)      | 24.11% (-1.82%)      |
| RaffleStrangeLoop.sol               | 54.46%               | 54.46% (0.00%)       | 48.21% (-11.48%)     |
| RaiseFundsForACause.sol             | 56.74%               | 58.87% (+3.75%)      | 64.54% (+13.75%)     |
| RichestTakeAll.sol                  | 45.71%               | 45.71% (0.00%)       | 45.71% (0.00%)       |
| SimpleAuction.sol                   | 51.52%               | 51.52% (0.00%)       | 51.52% (0.00%)       |
| SnovCrowdsale.sol                   | 10.18%               | 11.54% (+13.33%)     | 11.09% (+8.89%)      |
| SpaceICOToken.sol                   | 38.67%               | 37.33% (-3.45%)      | 43.33% (+12.07%)     |
| SpanCoin.sol                        | N/A                  | N/A                  | N/A                  |
| TUStoken.sol                        | 31.21%               | 47.13% (+51.02%)     | 42.04% (+34.69%)     |
| TimeCapsuleEvent.sol                | 72.73%               | 72.73% (0.00%)       | 58.18% (-20.00%)     |
| TopKing.sol                         | 41.18%               | 41.18% (0.00%)       | 50.00% (+21.43%)     |
| TrumpFullTermToken.sol              | 28.37%               | 28.03% (-1.22%)      | 22.49% (-20.73%)     |
| TulipMania.sol                      | 14.87%               | 13.65% (-8.22%)      | 13.03% (-12.33%)     |
| VZTPresale.sol                      | 11.15%               | 13.45% (+20.63%)     | N/A                  |
| WaterCrowdsale.sol                  | 61.34%               | 60.50% (-1.37%)      | 61.34% (0.00%)       |
| Who.sol                             | 15.48%               | 15.81% (+2.08%)      | 16.77% (+8.33%)      |
| XgoldCrowdsale.sol                  | 42.55%               | 42.02% (-1.25%)      | 43.09% (+1.25%)      |
| XmasCoinCrowdsale.sol               | 40.66%               | 39.01% (-4.05%)      | 37.91% (-6.76%)      |
------------------------------------------------------------------------------------------------------------
| AVERAGE                             | 35.53%               | 35.46% (-0.19%)      | 36.24% (+2.00%)      |
------------------------------------------------------------------------------------------------------------


AVERAGE COVERAGE RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
------------------------------------------------------------------------------------------------------------
| ChargCoinContract.sol               | N/A                  | N/A                  | N/A                  |
| DepositBank.sol                     | 14.03%               | 15.17% (+8.10%)      | 15.06% (+7.32%)      |
| Bagholder.sol                       | 6.85%                | 6.67% (-2.56%)       | 7.47% (+9.11%)       |
| Bombs.sol                           | 10.28%               | 11.39% (+10.77%)     | 10.76% (+4.62%)      |
| AcjCrowdsale.sol                    | 6.28%                | 6.11% (-2.76%)       | 6.17% (-1.68%)       |
| AmbrosusSale.sol                    | 7.26%                | 7.00% (-3.62%)       | 7.67% (+5.56%)       |
| AngelCentralBank.sol                | 5.88%                | 6.10% (+3.77%)       | 5.75% (-2.18%)       |
| AtomicSwap.sol                      | 13.29%               | 14.89% (+12.04%)     | 15.63% (+17.64%)     |
| BBDExchange.sol                     | 8.70%                | 8.33% (-4.34%)       | 6.82% (-21.58%)      |
| BLOCKCHAIN_DEPOSIT_BETA.sol         | 14.37%               | 14.53% (+1.08%)      | 15.20% (+5.75%)      |
| BRANDCOIN.sol                       | 6.22%                | 6.44% (+3.53%)       | 6.51% (+4.63%)       |
| BeatOrgTokenMainSale.sol            | 16.89%               | 15.27% (-9.59%)      | 17.49% (+3.54%)      |
| BetterAuction.sol                   | 12.31%               | 11.13% (-9.57%)      | 11.24% (-8.70%)      |
| BillPokerPreICO.sol                 | 7.03%                | 7.15% (+1.71%)       | 7.09% (+0.85%)       |
| Billiontix.sol                      | N/A                  | N/A                  | N/A                  |
| BitGallery.sol                      | 3.07%                | 2.95% (-3.82%)       | 2.90% (-5.60%)       |
| BitkomSale.sol                      | 8.20%                | 8.75% (+6.69%)       | 8.35% (+1.80%)       |
| BizPyramid.sol                      | 8.81%                | 9.44% (+7.07%)       | 8.72% (-1.06%)       |
| BlockFoodPreSale.sol                | 6.31%                | 6.40% (+1.33%)       | 6.38% (+1.04%)       |
| Bounty0xPresale.sol                 | 12.73%               | 12.76% (+0.25%)      | 12.13% (-4.71%)      |
| BriskCoin.sol                       | 7.76%                | 7.47% (-3.69%)       | 7.46% (-3.92%)       |
| BsPresale.sol                       | 4.70%                | 4.96% (+5.44%)       | 4.81% (+2.24%)       |
| CTCToken.sol                        | 3.81%                | 3.59% (-5.78%)       | 3.82% (+0.14%)       |
| CTNTokenSale.sol                    | 6.47%                | 5.64% (-12.83%)      | 6.26% (-3.35%)       |
| CTV.sol                             | 4.30%                | 4.32% (+0.31%)       | 4.12% (-4.26%)       |
| Cajutel.sol                         | 5.83%                | 6.12% (+4.88%)       | 5.84% (+0.17%)       |
| CandyClaim.sol                      | 9.78%                | 9.23% (-5.71%)       | 10.95% (+11.91%)     |
| CandySale.sol                       | 10.53%               | 10.25% (-2.63%)      | 10.93% (+3.83%)      |
| CashPokerProICO.sol                 | 6.95%                | 6.77% (-2.48%)       | 7.12% (+2.54%)       |
| CccTokenIco.sol                     | 3.84%                | 3.67% (-4.31%)       | 3.62% (-5.64%)       |
| ChangeableRateCrowdsale.sol         | 6.83%                | 7.04% (+3.15%)       | 7.62% (+11.61%)      |
| ChrisCoin.sol                       | 9.60%                | 9.36% (-2.50%)       | 9.92% (+3.43%)       |
| ChristmasClub.sol                   | 14.20%               | 14.00% (-1.39%)      | 14.14% (-0.41%)      |
| ChronosCore.sol                     | 7.11%                | 7.13% (+0.20%)       | 7.00% (-1.50%)       |
| ClaimableCrowdsale.sol              | 7.27%                | 8.08% (+11.11%)      | 7.54% (+3.66%)       |
| CoinCrowdICO.sol                    | 6.98%                | 7.14% (+2.22%)       | 6.93% (-0.72%)       |
| Countdown.sol                       | 14.46%               | 10.56% (-26.98%)     | 13.20% (-8.72%)      |
| CrowdSaleTRH.sol                    | 15.63%               | 16.28% (+4.15%)      | 15.98% (+2.27%)      |
| CrowdsalePre.sol                    | 7.69%                | 7.95% (+3.30%)       | 7.99% (+3.91%)       |
| CryptoCarsRent.sol                  | 4.54%                | 4.37% (-3.81%)       | 4.49% (-1.01%)       |
| DEEX.sol                            | 5.87%                | 5.50% (-6.20%)       | 5.83% (-0.65%)       |
| DYLC_ERC20Token.sol                 | 7.81%                | 7.94% (+1.65%)       | 8.08% (+3.46%)       |
| Dividend.sol                        | 14.35%               | 16.60% (+15.70%)     | 16.73% (+16.61%)     |
| DropletCrowdSale.sol                | 7.74%                | 8.36% (+7.98%)       | 7.54% (-2.62%)       |
| ECHO.sol                            | 5.59%                | 5.12% (-8.40%)       | 5.50% (-1.61%)       |
| ECT2Crowdsale2.sol                  | 14.14%               | 13.29% (-5.99%)      | 13.52% (-4.41%)      |
| ElecSaleSmartContract.sol           | 7.94%                | 8.10% (+2.02%)       | 8.35% (+5.13%)       |
| ElectionsMarketSavingsBank.sol      | N/A                  | 1.92% (-101.92%)     | N/A                  |
| EosPizzaSliceDonationraiser.sol     | 6.03%                | 6.19% (+2.60%)       | 6.24% (+3.44%)       |
| EternalWealth.sol                   | 15.18%               | 13.64% (-10.18%)     | 14.28% (-5.95%)      |
| EthBird.sol                         | 20.08%               | 18.09% (-9.90%)      | 22.06% (+9.85%)      |
| EthCapsule.sol                      | 16.61%               | 16.94% (+2.00%)      | 16.41% (-1.20%)      |
| EthTermDeposits.sol                 | 14.14%               | 12.74% (-9.93%)      | 14.76% (+4.35%)      |
| EtherGuess.sol                      | 7.09%                | 7.22% (+1.79%)       | 7.36% (+3.83%)       |
| EthereumHole.sol                    | 19.72%               | 19.89% (+0.90%)      | 19.69% (-0.13%)      |
| FabricTokenFundraiser.sol           | 5.38%                | 5.44% (+1.06%)       | 5.28% (-1.86%)       |
| ForecasterReward.sol                | 15.19%               | 15.80% (+4.01%)      | 13.87% (-8.73%)      |
| Freeze.sol                          | 8.97%                | 9.32% (+3.95%)       | 8.62% (-3.89%)       |
| Gelios.sol                          | 6.39%                | 6.47% (+1.25%)       | 6.39% (+0.02%)       |
| GraphenePowerToken.sol              | 8.24%                | 8.27% (+0.36%)       | 7.19% (-12.76%)      |
| HODLerParadise.sol                  | 8.87%                | 9.58% (+8.01%)       | 7.96% (-10.23%)      |
| HYIP.sol                            | 15.78%               | 14.89% (-5.62%)      | 12.42% (-21.28%)     |
| HodlContract.sol                    | 21.86%               | 22.55% (+3.13%)      | 22.14% (+1.29%)      |
| HodlerInvestmentClub.sol            | 15.72%               | 17.70% (+12.60%)     | 18.18% (+15.66%)     |
| HolyCoin.sol                        | 10.89%               | 11.00% (+1.05%)      | 11.68% (+7.32%)      |
| IAHCToken.sol                       | 6.39%                | 7.26% (+13.61%)      | 6.63% (+3.71%)       |
| IQNCrowdsale.sol                    | 13.18%               | 11.63% (-11.74%)     | 13.23% (+0.41%)      |
| IQNSecondPreICO.sol                 | 15.62%               | 15.30% (-2.00%)      | 16.54% (+5.92%)      |
| IndaHashToken.sol                   | 4.43%                | 4.38% (-1.17%)       | 4.52% (+1.84%)       |
| IntermediateVault.sol               | 11.04%               | 11.24% (+1.83%)      | 10.63% (-3.70%)      |
| IungoPresale.sol                    | 8.33%                | 8.22% (-1.33%)       | 9.13% (+9.50%)       |
| JobeumPresale.sol                   | 4.66%                | 4.85% (+4.05%)       | 4.86% (+4.25%)       |
| JoysoCrowdsale.sol                  | 11.58%               | 10.66% (-7.92%)      | 10.03% (-13.34%)     |
| Lescovex.sol                        | 7.58%                | 7.23% (-4.69%)       | 7.96% (+5.03%)       |
| ListingsERC20.sol                   | 7.41%                | 7.75% (+4.46%)       | 7.51% (+1.32%)       |
| LitmusCrowdsale.sol                 | 10.37%               | 10.58% (+2.05%)      | 10.45% (+0.73%)      |
| Loan.sol                            | 13.56%               | 14.13% (+4.21%)      | 12.84% (-5.30%)      |
| LudumToken.sol                      | 8.60%                | 8.51% (-1.01%)       | 8.57% (-0.30%)       |
| LympoICO.sol                        | 10.28%               | 11.36% (+10.46%)     | 10.10% (-1.73%)      |
| MallcoinCrowdSale.sol               | 5.39%                | N/A                  | N/A                  |
| MarchMadness.sol                    | N/A                  | N/A                  | N/A                  |
| MidnightCoin.sol                    | 11.54%               | 10.35% (-10.32%)     | 11.82% (+2.45%)      |
| NYX.sol                             | 12.89%               | 12.98% (+0.66%)      | 11.39% (-11.65%)     |
| NYXAccount.sol                      | 11.50%               | 10.72% (-6.83%)      | 11.48% (-0.25%)      |
| NewCratePreSale.sol                 | 7.42%                | 7.50% (+1.10%)       | 7.51% (+1.25%)       |
| OZRealestatesToken.sol              | 4.59%                | 4.65% (+1.41%)       | 4.56% (-0.69%)       |
| ObizcoinCrowdsale.sol               | 7.11%                | 7.39% (+3.95%)       | 7.50% (+5.38%)       |
| PotPotato.sol                       | 12.00%               | 12.03% (+0.25%)      | 12.02% (+0.20%)      |
| PreTGE.sol                          | 2.84%                | 2.88% (+1.34%)       | 2.93% (+3.11%)       |
| Protocol108.sol                     | 17.53%               | 15.08% (-14.02%)     | 14.81% (-15.51%)     |
| ProvidencePresale.sol               | 14.52%               | 14.62% (+0.68%)      | 15.71% (+8.20%)      |
| QuasacoinTokenCrowdsale.sol         | 11.59%               | 12.08% (+4.25%)      | 11.66% (+0.56%)      |
| RENTCoin.sol                        | 9.76%                | 9.98% (+2.27%)       | 9.94% (+1.90%)       |
| RaffleStrangeLoop.sol               | 11.30%               | 12.56% (+11.15%)     | 11.66% (+3.19%)      |
| RaiseFundsForACause.sol             | 15.02%               | 13.41% (-10.73%)     | 14.58% (-2.94%)      |
| RichestTakeAll.sol                  | 11.29%               | 13.24% (+17.26%)     | 13.14% (+16.42%)     |
| SimpleAuction.sol                   | 18.22%               | 18.18% (-0.20%)      | 18.74% (+2.88%)      |
| SnovCrowdsale.sol                   | 4.31%                | 4.42% (+2.53%)       | 4.33% (+0.31%)       |
| SpaceICOToken.sol                   | 8.86%                | 9.72% (+9.65%)       | 9.75% (+10.01%)      |
| SpanCoin.sol                        | N/A                  | N/A                  | N/A                  |
| TUStoken.sol                        | 9.53%                | 10.45% (+9.66%)      | 10.70% (+12.26%)     |
| TimeCapsuleEvent.sol                | 20.15%               | 16.96% (-15.83%)     | 13.51% (-32.96%)     |
| TopKing.sol                         | 14.47%               | 11.99% (-17.14%)     | 11.23% (-22.39%)     |
| TrumpFullTermToken.sol              | 7.16%                | 6.80% (-4.99%)       | 7.36% (+2.86%)       |
| TulipMania.sol                      | 4.15%                | 4.21% (+1.25%)       | 4.24% (+2.15%)       |
| VZTPresale.sol                      | 4.15%                | 3.82% (-7.90%)       | N/A                  |
| WaterCrowdsale.sol                  | 13.51%               | 14.15% (+4.71%)      | 13.82% (+2.31%)      |
| Who.sol                             | 6.10%                | 5.96% (-2.23%)       | 6.31% (+3.42%)       |
| XgoldCrowdsale.sol                  | 8.30%                | 8.92% (+7.42%)       | 8.69% (+4.72%)       |
| XmasCoinCrowdsale.sol               | 9.61%                | 10.42% (+8.51%)      | 9.44% (-1.73%)       |
------------------------------------------------------------------------------------------------------------
| AVERAGE                             | 9.85%                | 9.77% (-0.84%)       | 9.93% (+0.83%)       |
------------------------------------------------------------------------------------------------------------


DETAILED CRITICAL INSTRUCTIONS HITS RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
------------------------------------------------------------------------------------------------------------
| CALL                                | 533.00               | 554.00 (+3.94%)      | 486.00 (-8.82%)      |
| SELFDESCTRUCT                       | 0.00                 | 0.00 (0.00%)         | 0.00 (0.00%)         |
| CALLCODE                            | 0.00                 | 0.00 (0.00%)         | 0.00 (0.00%)         |
| DELEGATECALL                        | 0.00                 | 0.00 (0.00%)         | 0.00 (0.00%)         |
------------------------------------------------------------------------------------------------------------
| AVERAGE                             | 133.25               | 138.50 (+3.94%)      | 121.50 (-8.82%)      |
------------------------------------------------------------------------------------------------------------


VULNERABILITIES RESULTS
------------------------------------------------------------------------------------------------------------
| contract_name                       | blackbox             | greybox              | directed_greybox     |
------------------------------------------------------------------------------------------------------------
| timestamp-dependency                | 10.91%               | 17.27% (+58.33%)     | 13.64% (+25.00%)     |
------------------------------------------------------------------------------------------------------------
